1374502634,2930,2935,31328461531536106363571557892096.000000
1374502636,2930,2941,10963166764765837348777276473344.000000
1374502642,2930,2941,10963166764765837348777276473344.000000
1374502645,2930,2942,10963166764765837348777276473344.000000
1374502646,2930,2936,10963166764765837348777276473344.000000
1374502649,2930,2943,10963166764765837348777276473344.000000
1374502650,2930,2933,10963166764765837348777276473344.000000
1374502651,2930,2933,10963166764765837348777276473344.000000
1374502654,2930,2931,494557990167805993751242866688.000000
1374502655,2930,2941,494557990167805993751242866688.000000
1374502658,2930,2940,494557990167805993751242866688.000000
1374502664,2930,2939,494557990167805993751242866688.000000
1374502665,2930,2936,494557990167805993751242866688.000000
1374502666,2930,2937,494557990167805993751242866688.000000
1374502674,2930,2936,166266004712705111134270652416.000000
1374502676,2930,2934,164271050436749795253035204608.000000
1374502678,2930,2942,164271050436749795253035204608.000000
1374502679,2930,2938,101820313223432452649611427840.000000
1374502684,2930,2937,44013801494792711240532623360.000000
1374502689,2930,2940,44013801494792711240532623360.000000
1374502637,2931,2935,80315320489624102859257021464576.000000
1374502643,2931,2937,44681743550451783624605902569472.000000
1374502648,2931,2939,1847790073660625101683349782528.000000
1374502649,2931,2933,1847790073660625101683349782528.000000
1374502651,2931,2941,1847790073660625101683349782528.000000
1374502656,2931,2934,494557990167805993751242866688.000000
1374502657,2931,2934,494557990167805993751242866688.000000
1374502658,2931,2934,494557990167805993751242866688.000000
1374502659,2931,2940,494557990167805993751242866688.000000
1374502666,2931,2940,255360097504048848551106576384.000000
1374502675,2931,2939,49056415260698161444395417600.000000
1374502678,2931,2943,49056415260698161444395417600.000000
1374502679,2931,2938,49056415260698161444395417600.000000
1374502685,2931,2942,49056415260698161444395417600.000000
1374502686,2931,2938,49056415260698161444395417600.000000
1374502687,2931,2939,49056415260698161444395417600.000000
1374502637,2932,2933,14150159980024495457092017061888.000000
1374502638,2932,2933,14150159980024495457092017061888.000000
1374502639,2932,2941,14150159980024495457092017061888.000000
1374502641,2932,2940,2694530331315176129880425234432.000000
1374502648,2932,2940,498366144278523938608729030656.000000
1374502651,2932,2936,498366144278523938608729030656.000000
1374502661,2932,2940,166265948044307316698528088064.000000
1374502663,2932,2940,166265948044307316698528088064.000000
1374502664,2932,2941,166265948044307316698528088064.000000
1374502665,2932,2941,166265948044307316698528088064.000000
1374502666,2932,2943,166265948044307316698528088064.000000
1374502671,2932,2933,166265948044307316698528088064.000000
1374502672,2932,2930,166265948044307316698528088064.000000
1374502675,2932,2930,166265948044307316698528088064.000000
1374502678,2932,2941,166265948044307316698528088064.000000
1374502682,2932,2934,166265948044307316698528088064.000000
1374502688,2932,2931,49056401093598712835459776512.000000
1374502696,2932,2930,49056401093598712835459776512.000000
1374502640,2933,2932,13620885002642293116630604972032.000000
1374502645,2933,2932,1847786144651711354138531987456.000000
1374502647,2933,2931,1847786144651711354138531987456.000000
1374502649,2933,2938,1847786144651711354138531987456.000000
1374502651,2933,2935,1687394027154524753985445822464.000000
1374502652,2933,2936,1214526244031857670272325779456.000000
1374502658,2933,2938,907503211642157793861833850880.000000
1374502659,2933,2937,907503211642157793861833850880.000000
1374502662,2933,2943,907503211642157793861833850880.000000
1374502665,2933,2942,468389506318564004721229561856.000000
1374502668,2933,2942,468389506318564004721229561856.000000
1374502671,2933,2936,306306328273327716095699714048.000000
1374502678,2933,2939,141515921415524883001352650752.000000
1374502680,2933,2943,141515921415524883001352650752.000000
1374502684,2933,2941,141515921415524883001352650752.000000
1374502687,2933,2930,141515921415524883001352650752.000000
1374502689,2933,2939,141515921415524883001352650752.000000
1374502694,2933,2939,141515921415524883001352650752.000000
1374502695,2933,2942,141515921415524883001352650752.000000
1374502696,2933,2937,133538182152956082120304885760.000000
1374502634,2934,2938,606760681262733163815835136950272.000000
1374502640,2934,2936,327719170258746622147640525062144.000000
1374502641,2934,2933,255232016800279684500391802699776.000000
1374502646,2934,2942,228362915103852782315042217394176.000000
1374502648,2934,2939,225478340726999821767926100262912.000000
1374502654,2934,2939,57399091902623938271611208073216.000000
1374502655,2934,2931,57399091902623938271611208073216.000000
1374502659,2934,2936,494557990167805993751242866688.000000
1374502660,2934,2938,494557990167805993751242866688.000000
1374502662,2934,2941,494557990167805993751242866688.000000
1374502665,2934,2940,494557990167805993751242866688.000000
1374502668,2934,2935,494557990167805993751242866688.000000
1374502669,2934,2942,494557990167805993751242866688.000000
1374502670,2934,2937,494557990167805993751242866688.000000
1374502671,2934,2938,494557990167805993751242866688.000000
1374502682,2934,2941,164270993768352000817292640256.000000
1374502684,2934,2943,164270993768352000817292640256.000000
1374502685,2934,2930,164270993768352000817292640256.000000
1374502688,2934,2933,164270993768352000817292640256.000000
1374502691,2934,2931,164270993768352000817292640256.000000
1374502693,2934,2933,164270993768352000817292640256.000000
1374502696,2934,2935,164270993768352000817292640256.000000
1374502697,2934,2943,164270993768352000817292640256.000000
1374502635,2935,2932,176945346371518106274042226933760.000000
1374502636,2935,2942,31328500217162334031705148489728.000000
1374502639,2935,2932,31179209967698123474920682815488.000000
1374502644,2935,2940,9569772163262031522931859783680.000000
1374502655,2935,2936,1675263514364784113017797214208.000000
1374502656,2935,2934,1675263514364784113017797214208.000000
1374502662,2935,2943,1675263514364784113017797214208.000000
1374502666,2935,2941,1675263514364784113017797214208.000000
1374502667,2935,2938,1675263514364784113017797214208.000000
1374502669,2935,2932,494557990167805993751242866688.000000
1374502672,2935,2931,494557990167805993751242866688.000000
1374502676,2935,2932,494557990167805993751242866688.000000
1374502683,2935,2931,494557990167805993751242866688.000000
1374502685,2935,2940,494557990167805993751242866688.000000
1374502690,2935,2937,494557990167805993751242866688.000000
1374502693,2935,2933,494557990167805993751242866688.000000
1374502698,2935,2932,36480198438754559057010360320.000000
1374502699,2935,2930,36480198438754559057010360320.000000
1374502636,2936,2941,2323060249283603121675310622310400.000000
1374502637,2936,2943,2323060249283603121675310622310400.000000
1374502641,2936,2941,680141434001433007680893074014208.000000
1374502644,2936,2930,57202501221541485733737188556800.000000
1374502646,2936,2930,57202501221541485733737188556800.000000
1374502647,2936,2932,10963199405762966943764993540096.000000
1374502648,2936,2931,10963199405762966943764993540096.000000
1374502652,2936,2930,494558141283533445579889704960.000000
1374502657,2936,2942,494558141283533445579889704960.000000
1374502658,2936,2942,494558141283533445579889704960.000000
1374502663,2936,2937,494557990167805993751242866688.000000
1374502665,2936,2941,417367396564638387717342756864.000000
1374502668,2936,2931,417367396564638387717342756864.000000
1374502669,2936,2937,417367396564638387717342756864.000000
1374502672,2936,2933,263402854308353798707456507904.000000
1374502682,2936,2930,44013773160593814022661341184.000000
1374502688,2936,2931,44013773160593814022661341184.000000
1374502691,2936,2930,44013773160593814022661341184.000000
1374502693,2936,2930,44013773160593814022661341184.000000
1374502694,2936,2942,44013773160593814022661341184.000000
1374502696,2936,2935,44013773160593814022661341184.000000
1374502699,2936,2933,44013773160593814022661341184.000000
1374502700,2936,2943,44013773160593814022661341184.000000
1374502634,2937,2930,784180003926792660062629366071296.000000
1374502641,2937,2940,64532320015633830048831408963584.000000
1374502642,2937,2936,57202530235761156484837381505024.000000
1374502652,2937,2941,44681700029122277497955613147136.000000
1374502653,2937,2930,44681700029122277497955613147136.000000
1374502658,2937,2938,1847790073660625101683349782528.000000
1374502662,2937,2933,907502984968566616118863593472.000000
1374502664,2937,2943,494557990167805993751242866688.000000
1374502669,2937,2940,494557990167805993751242866688.000000
1374502674,2937,2940,410581091476231666845129637888.000000
1374502675,2937,2943,410581091476231666845129637888.000000
1374502679,2937,2942,410581091476231666845129637888.000000
1374502680,2937,2931,410581091476231666845129637888.000000
1374502682,2937,2938,410581091476231666845129637888.000000
1374502683,2937,2931,410581091476231666845129637888.000000
1374502686,2937,2940,44013801494792711240532623360.000000
1374502687,2937,2942,44013801494792711240532623360.000000
1374502693,2937,2935,37203294278161283436599312384.000000
1374502695,2937,2942,33036686578377876724344946688.000000
1374502698,2937,2938,22490591495587520466101731328.000000
1374502635,2938,2935,606760990747742985160903861731328.000000
1374502638,2938,2939,606760990747742985160903861731328.000000
1374502644,2938,2931,173905913432875790188162947481600.000000
1374502645,2938,2940,173905913432875790188162947481600.000000
1374502646,2938,2931,114729004234146249003329029931008.000000
1374502647,2938,2933,101726455774017167958460441034752.000000
