1375179573,worker_30,worker_1,6.5436
1375179573,worker_30,worker_1,6.5436
1375179574,worker_30,worker_1,6.20688
1375179575,worker_30,worker_1,5.86251
1375179577,worker_30,worker_1,5.13733
1375179577,worker_24,worker_1,5.70061
1375179577,worker_24,worker_1,4.59158
1375179578,worker_30,worker_1,4.49274
1375179578,worker_30,worker_1,4.29376
1375179580,worker_30,worker_1,3.1713
1375179582,worker_24,worker_1,3.14494
1375179583,worker_30,worker_1,2.83108
1375179583,worker_24,worker_1,2.76215
1375179584,worker_30,worker_1,2.61615
1375179584,worker_24,worker_1,2.36308
1375179585,worker_30,worker_1,2.46537
1375179585,worker_39,worker_1,2.41358
1375179586,worker_24,worker_1,2.13554
1375179586,worker_39,worker_1,2.08869
1375179587,worker_30,worker_1,2.00135
1375179587,worker_3,worker_1,4.02972
1375179587,worker_24,worker_1,1.98928
1375179588,worker_24,worker_1,1.98928
1375179589,worker_3,worker_1,3.75232
1375179590,worker_39,worker_1,1.78156
1375179590,worker_3,worker_1,3.75232
1375179591,worker_39,worker_1,1.6657
1375179592,worker_39,worker_1,1.65826
1375179592,worker_24,worker_1,1.41674
1375179592,worker_39,worker_1,1.50448
1375179593,worker_24,worker_1,1.26321
1375179595,worker_30,worker_1,1.63174
1375179596,worker_24,worker_1,1.23017
1375179597,worker_30,worker_1,1.5972
1375179597,worker_39,worker_1,1.32115
1375179598,worker_30,worker_1,1.59383
1375179598,worker_24,worker_1,1.1575
1375179601,worker_24,worker_1,1.09852
1375179601,worker_24,worker_1,1.09852
1375179603,worker_24,worker_1,1.08654
1375179604,worker_39,worker_1,1.29863
1375179605,worker_30,worker_1,1.47529
1375179606,worker_24,worker_1,1.04081
1375179606,worker_39,worker_1,1.27734
1375179610,worker_39,worker_1,1.27734
1375179610,worker_3,worker_1,2.63674
1375179610,worker_39,worker_1,1.275
1375179611,worker_3,worker_1,2.63674
1375179612,worker_39,worker_1,1.26186
1375179612,worker_24,worker_1,1.0338
1375179614,worker_24,worker_1,1.0338
1375179615,worker_3,worker_1,2.63674
1375179616,worker_24,worker_1,1.0338
1375179616,worker_39,worker_1,1.24656
1375179617,worker_3,worker_1,2.63674
1375179618,worker_3,worker_1,2.63674
1375179618,worker_24,worker_1,1.02209
1375179619,worker_3,worker_1,2.63674
1375179619,worker_24,worker_1,1.02209
1375179620,worker_39,worker_1,1.21829
1375179623,worker_39,worker_1,1.21487
1375179624,worker_39,worker_1,1.21487
1375179625,worker_39,worker_1,1.21487
1375179625,worker_3,worker_1,2.63674
1375179626,worker_3,worker_1,2.63674
1375179629,worker_39,worker_1,1.21265
1375179629,worker_24,worker_1,1.00457
1375179629,worker_30,worker_1,1.36357
1375179630,worker_24,worker_1,1.00457
1375179631,worker_39,worker_1,1.21167
1375179632,worker_24,worker_1,1.00398
1375179632,worker_24,worker_1,1.00361
1375179633,worker_30,worker_1,1.35697
1375179633,worker_24,worker_1,1.00148
1375179633,worker_39,worker_1,1.2082
1375179636,worker_24,worker_1,0.989035
1375179637,worker_3,worker_1,2.63674
1375179639,worker_39,worker_1,1.20097
1375179639,worker_24,worker_1,0.988836
1375179641,worker_39,worker_1,1.1999
